"danceability","energy","key"
0.459,0.98,7
0.49,0.995,5
0.66,0.932,0
0.34,0.162,9
0.5,0.22,9
0.449,0.243,9
0.655,0.234,7
0.562,0.114,10
0.631,0.0843,10
0.488,0.0678,7
0.69,0.13,2
0.416,0.138,7
0.637,0.237,2
0.634,0.154,2
0.435,0.0941,2
0.558,0.061,0
0.609,0.238,7
0.486,0.136,2
0.605,0.154,2
0.536,0.0436,0
0.299,0.551,2
0.34,0.235,2
0.26,0.762,2
0.525,0.576,4
0.668,0.642,0
0.586,0.441,0
0.669,0.665,9
0.517,0.534,0
0.441,0.643,2
0.287,0.449,7
0.538,0.658,7
0.563,0.753,9
0.369,0.0942,4
0.389,0.535,0
0.536,0.486,9
0.468,0.602,0
0.443,0.0601,0
0.338,0.147,0
0.506,0.107,0
0.374,0.00781,7
0.617,0.0815,7
0.403,0.000177,7
0.375,0.0275,0
0.386,0.00253,4
0.579,0.063,9
0.568,0.0299,10
0.435,0.0326,0
0.543,0.0409,7
0.435,0.0326,0
0.245,0.0093,4
0.382,0.000651,9
0.298,0.00235,9
0.503,0.243,7
0.247,0.189,7
0.222,0.133,3
0.25,0.217,0
0.223,0.152,2
0.225,0.217,4
0.265,0.164,4
0.137,0.121,0
0.335,0.245,4
0.381,0.163,5
0.427,0.109,10
0.397,0.146,7
0.425,0.0899,5
0.499,0.109,0
0.312,0.132,3
0.479,0.104,0
0.52,0.0787,1
0.39,0.075,0
0.482,0.129,0
0.338,0.214,5
0.487,0.283,2
0.543,0.225,3
0.515,0.246,0
0.433,0.176,7
0.384,0.314,10
0.437,0.158,10
0.468,0.27,0
0.38,0.128,0
0.457,0.304,10
0.357,0.216,0
0.404,0.422,0
0.255,0.915,11
0.326,0.941,11
0.319,0.965,0
0.582,0.828,8
0.361,0.913,9
0.568,0.98,4
0.419,0.904,7
0.351,0.961,1
0.373,0.98,7
0.436,0.945,4
0.355,0.955,2
0.52,0.473,4
0.478,0.935,9
0.475,0.929,5
0.666,0.67,4
0.752,0.552,2
0.758,0.556,6
0.632,0.575,1
0.67,0.562,11
0.606,0.425,1
0.574,0.709,7
0.634,0.598,5
0.626,0.695,4
0.65,0.501,8
0.68,0.604,4
0.599,0.722,11
0.706,0.725,6
0.789,0.539,11
0.229,0.335,10
0.292,0.291,0
0.0931,0.0766,4
0.351,0.325,2
0.189,0.107,0
0.337,0.471,2
0.237,0.262,10
0.182,0.0757,2
0.246,0.337,10
0.303,0.402,4
0.489,0.148,7
0.104,0.0842,1
0.326,0.578,2
0.161,0.116,5
0.367,0.331,0
0.56,0.869,6
0.861,0.894,9
0.554,0.636,6
0.753,0.341,2
0.633,0.524,6
0.85,0.55,0
0.602,0.734,6
0.635,0.649,4
0.554,0.49,4
0.683,0.989,9
0.592,0.767,9
0.437,0.717,0
0.663,0.546,5
0.459,0.795,0
0.618,0.99,0
0.442,0.986,0
0.344,0.984,0
0.355,0.922,8
0.442,0.715,0
0.485,0.968,9
0.558,0.924,2
0.378,0.474,4
0.524,0.946,11
0.563,0.953,7
0.575,0.0826,2
0.752,0.916,2
0.652,0.957,4
0.706,0.909,10
0.674,0.873,6
0.729,0.9,2
0.645,0.85,11
0.654,0.974,0
0.564,0.963,4
0.758,0.981,0
0.728,0.9,7
0.117,0.107,9
0.346,0.0708,9
0.11,0.0245,0
0.436,0.109,9
0.182,0.0966,5
0.0845,0.0408,7
0.303,0.202,0
0.462,0.115,4
0.536,0.285,0
0.188,0.0489,11
0.4,0.0995,0
0.422,0.143,9
0.378,0.083,7
0.294,0.0595,9
0.613,0.0983,0
0.697,0.465,5
0.696,0.543,0
0.584,0.234,8
0.748,0.536,6
0.499,0.399,2
0.732,0.652,5
0.68,0.457,4
0.758,0.555,1
0.378,0.218,3
0.561,0.178,4
0.249,0.125,5
0.237,0.078,5
0.0858,0.0269,8
0.239,0.106,5
0.172,0.0449,4
0.488,0.0529,9
0.29,0.121,10
0.417,0.0321,7
0.118,0.049,9
0.33,0.111,10
0.176,0.0325,3
0.138,0.114,7
0.206,0.149,9
0.121,0.0816,2
0.269,0.05,2
0.203,0.0815,0
0.469,0.525,9
0.394,0.391,4
0.351,0.485,6
0.557,0.546,9
0.565,0.432,4
0.535,0.435,7
0.684,0.428,11
0.712,0.495,0
0.638,0.371,0
0.292,0.135,2
0.565,0.452,7
0.496,0.567,9
0.573,0.501,9
0.549,0.589,9
0.632,0.713,11
0.602,0.8,7
0.696,0.735,10
0.696,0.801,5
0.776,0.602,1
0.519,0.87,7
0.674,0.932,11
0.651,0.741,4
0.633,0.727,11
0.689,0.481,10
0.7,0.824,1
0.659,0.983,4
0.76,0.944,5
0.722,0.862,3
0.744,0.944,5
0.817,0.799,1
0.329,0.944,8
0.534,0.646,0
0.702,0.887,6
0.491,0.863,4
0.333,0.747,6
0.546,0.89,5
0.564,0.804,11
0.264,0.707,9
0.513,0.95,7
0.29,0.717,8
0.465,0.92,11
0.486,0.764,5
0.558,0.805,1
0.292,0.953,0
0.485,0.698,4
0.4,0.641,6
0.526,0.0941,9
0.672,0.0457,5
0.707,0.0159,3
0.561,0.131,7
0.679,0.0313,3
0.531,0.0537,7
0.69,0.0143,2
0.608,0.0577,4
0.596,0.0275,0
0.66,0.12,4
0.878,0.175,8
0.7,0.0447,7
0.604,0.0259,6
0.362,0.0314,7
0.676,0.0445,11
0.619,0.0143,5
0.686,0.122,2
0.738,0.021,8
0.405,0.511,5
0.684,0.928,5
0.615,0.825,10
0.482,0.508,0
0.456,0.532,6
0.637,0.917,2
0.285,0.798,6
0.619,0.939,6
0.354,0.714,0
0.269,0.278,2
0.553,0.435,0
0.469,0.27,1
0.582,0.415,0
0.369,0.398,0
0.625,0.532,11
0.418,0.352,2
0.609,0.49,0
0.336,0.43,7
0.659,0.6,2
0.283,0.49,4
0.477,0.667,9
0.559,0.944,8
0.37,0.63,5
0.588,0.825,3
0.428,0.855,9
0.529,0.725,8
0.494,0.639,6
0.627,0.788,8
0.281,0.607,8
0.667,0.933,2
0.506,0.943,10
0.502,0.936,0
0.645,0.877,2
0.465,0.751,8
0.835,0.291,0
0.841,0.317,5
0.683,0.555,2
0.82,0.417,5
0.734,0.0758,11
0.682,0.248,9
0.647,0.301,5
0.814,0.513,4
0.875,0.207,7
0.678,0.0803,0
0.605,0.297,11
0.366,0.323,6
0.642,0.312,11
0.491,0.0856,2
0.465,0.0652,0
0.315,0.0618,2
0.585,0.447,10
0.508,0.523,9
0.25,0.394,9
0.627,0.579,0
0.43,0.469,9
0.382,0.522,10
0.284,0.315,9
0.392,0.305,2
0.461,0.463,2
0.485,0.27,0
0.372,0.308,2
0.472,0.436,10
0.54,0.678,9
0.483,0.764,9
0.684,0.834,2
0.703,0.628,9
0.539,0.65,9
0.534,0.752,11
0.611,0.838,4
0.64,0.803,9
0.649,0.601,6
0.576,0.569,7
0.354,0.875,9
0.534,0.348,7
0.614,0.416,5
0.46,0.496,6
0.568,0.344,3
0.558,0.474,3
0.426,0.409,2
0.633,0.482,8
0.788,0.448,7
0.628,0.326,10
0.581,0.448,11
0.664,0.609,2
0.511,0.65,11
0.591,0.944,2
0.605,0.946,2
0.58,0.879,7
0.523,0.622,7
0.555,0.859,7
0.638,0.685,0
0.585,0.913,0
0.584,0.85,7
0.491,0.596,7
0.563,0.597,7
0.572,0.79,7
0.528,0.819,7
0.678,0.63,10
0.587,0.31,7
0.521,0.194,0
0.525,0.422,7
0.397,0.61,4
0.622,0.435,11
0.625,0.277,6
0.389,0.334,2
0.396,0.181,0
0.565,0.35,5
0.596,0.627,7
0.526,0.117,5
0.413,0.167,0
0.437,0.398,9
0.291,0.351,9
0.395,0.261,4
0.412,0.261,6
0.666,0.437,9
0.238,0.28,5
0.418,0.266,0
0.481,0.514,7
0.369,0.32,0
0.274,0.125,7
0.27,0.384,7
0.234,0.0649,9
0.0626,0.139,5
0.122,0.0681,3
0.18,0.0476,9
0.264,0.454,6
0.471,0.0863,7
0.222,0.163,4
0.252,0.176,7
0.242,0.234,10
0.0944,0.0601,4
0.194,0.128,0
0.151,0.0331,2
0.267,0.368,9
0.144,0.122,4
0.365,0.46,8
0.0886,0.0452,2
0.384,0.521,8
0.284,0.0138,5
0.285,0.494,5
0.119,0.038,5
0.79,0.41,9
0.479,0.863,10
0.534,0.883,4
0.269,0.708,0
0.476,0.726,0
0.562,0.86,8
0.44,0.865,9
0.507,0.686,10
0.627,0.915,1
0.621,0.925,0
0.367,0.71,4
0.489,0.909,6
0.569,0.677,2
0.56,0.844,9
0.499,0.832,0
0.656,0.842,2
0.593,0.659,0
0.607,0.802,9
0.629,0.86,6
0.877,0.887,9
0.68,0.738,1
0.6,0.921,7
0.654,0.819,7
0.693,0.746,4
0.81,0.567,0
0.679,0.845,5
0.485,0.838,11
0.596,0.927,0
0.413,0.776,9
0.388,0.579,0
0.56,0.866,5
0.61,0.638,0
0.611,0.778,2
0.661,0.813,4
0.588,0.489,9
0.442,0.745,4
0.379,0.824,9
0.589,0.413,2
0.49,0.613,9
0.594,0.763,7
0.439,0.373,7
0.289,0.87,2
0.601,0.828,5
0.554,0.718,2
0.279,0.0154,7
0.601,0.0882,7
0.247,0.127,0
0.128,0.169,7
0.217,0.00763,10
0.181,0.0741,8
0.323,0.0329,5
0.407,0.0566,0
0.566,0.402,7
0.411,0.668,10
0.431,0.239,4
0.622,0.341,0
0.634,0.556,8
0.275,0.504,11
0.571,0.713,7
0.631,0.262,5
0.588,0.285,2
0.53,0.356,11
0.459,0.328,6
0.468,0.651,1
0.628,0.659,7
0.579,0.492,0
0.618,0.599,2
0.673,0.722,4
0.588,0.459,0
0.515,0.508,9
0.698,0.712,3
0.591,0.472,9
0.563,0.42,5
0.586,0.502,0
0.662,0.528,7
0.737,0.75,5
0.597,0.594,9
0.659,0.645,0
0.577,0.827,7
0.509,0.382,0
0.637,0.333,3
0.489,0.552,9
0.565,0.894,8
0.701,0.943,4
0.794,0.716,2
0.669,0.918,0
0.628,0.548,10
0.781,0.672,2
0.161,0.00241,2
0.251,0.125,2
0.246,0.108,10
0.0698,0.0146,7
0.0707,0.0114,2
0.28,0.28,10
0.39,0.105,10
0.275,0.0315,10
0.244,0.0403,7
0.149,0.0834,7
0.252,0.0594,3
0.368,0.124,0
0.267,0.0389,7
0.221,0.343,2
0.275,0.0769,7
0.118,0.0745,7
0.338,0.0509,10
0.346,0.198,0
0.345,0.334,10
0.477,0.552,4
0.468,0.392,0
0.521,0.143,3
0.599,0.371,5
0.459,0.0957,3
0.682,0.383,0
0.462,0.402,11
0.605,0.178,4
0.492,0.546,0
0.569,0.102,0
0.501,0.279,0
0.436,0.213,10
0.433,0.993,2
0.446,0.983,2
0.43,0.986,1
0.43,0.977,1
0.318,0.981,1
0.447,0.993,1
0.468,0.99,1
0.274,0.988,1
0.425,0.981,1
0.328,0.983,2
0.451,0.995,11
0.44,0.995,1
0.568,0.932,0
0.454,0.922,10
0.513,0.877,8
0.572,0.961,7
0.441,0.815,3
0.518,0.797,6
0.557,0.862,0
0.644,0.946,4
0.522,0.874,6
0.48,0.956,7
0.616,0.91,0
0.435,0.976,8
0.396,0.997,6
0.462,0.976,5
0.737,0.215,7
0.859,0.432,6
0.851,0.53,11
0.843,0.746,1
0.713,0.683,2
0.927,0.505,1
0.886,0.461,2
0.833,0.586,9
0.715,0.439,7
0.929,0.566,10
0.585,0.35,2
0.895,0.396,2
0.862,0.407,9
0.843,0.46,1
0.86,0.538,7
0.723,0.687,2
0.775,0.884,3
0.708,0.837,10
0.917,0.852,11
0.631,0.628,8
0.842,0.635,10
0.812,0.816,7
0.747,0.587,8
0.847,0.724,1
0.696,0.815,6
0.664,0.559,7
0.741,0.414,10
0.884,0.416,7
0.691,0.297,6
0.797,0.725,10
0.841,0.392,10
0.864,0.627,3
0.874,0.434,10
0.868,0.528,4
0.519,0.797,7
0.472,0.903,6
0.405,0.896,0
0.358,0.75,5
0.128,0.964,2
0.179,0.934,10
0.292,0.922,1
0.362,0.929,1
0.181,0.988,2
0.199,0.987,1
0.2,0.945,10
0.187,0.952,0
0.169,0.978,9
0.207,0.971,7
0.178,0.976,1
0.209,0.943,1
0.208,0.872,8
0.188,0.951,1
0.171,0.94,8
0.248,0.807,8
0.174,0.979,11
0.246,0.964,1
0.458,0.771,10
0.2,0.944,8
0.177,0.971,9
0.172,0.937,9
0.166,0.947,8
0.178,0.952,0
0.23,0.965,8
0.087,0.312,2
0.141,0.271,2
0.371,0.272,11
0.396,0.517,0
0.226,0.166,0
0.424,0.396,8
0.145,0.177,9
0.361,0.425,11
0.0922,0.102,0
0.312,0.419,0
0.107,0.174,11
0.325,0.548,9
0.405,0.464,11
0.0871,0.342,11
0.206,0.277,8
0.204,0.205,5
0.243,0.373,5
0.649,0.251,2
0.541,0.54,4
0.403,0.349,10
0.649,0.399,6
0.421,0.113,2
0.663,0.221,4
0.555,0.13,11
0.654,0.467,7
0.596,0.403,2
0.372,0.136,4
0.625,0.277,4
0.469,0.402,2
0.461,0.0571,6
0.651,0.389,0
0.385,0.262,8
0.711,0.84,9
0.624,0.114,9
0.552,0.747,7
0.641,0.317,5
0.373,0.306,2
0.601,0.211,8
0.746,0.303,3
0.399,0.921,0
0.63,0.253,0
0.304,0.595,7
0.184,0.541,7
0.257,0.698,0
0.272,0.166,8
0.803,0.458,0
0.475,0.571,4
0.321,0.141,5
0.787,0.594,0
0.71,0.405,7
0.581,0.345,10
0.444,0.39,5
0.391,0.0051,8
0.726,0.479,9
0.224,0.343,4
0.52,0.352,7
0.588,0.539,9
0.599,0.466,5
0.118,0.163,8
0.21,0.667,2
0.773,0.589,5
0.815,0.606,1
0.652,0.543,1
0.583,0.687,7
0.831,0.822,0
0.803,0.534,9
0.498,0.799,1
0.769,0.631,7
0.748,0.617,1
0.729,0.545,8
0.684,0.565,9
0.726,0.67,8
0.706,0.673,7
0.632,0.711,1
0.689,0.876,1
0.266,0.893,1
0.15,0.704,8
0.259,0.858,8
0.48,0.825,0
0.502,0.753,2
0.602,0.766,9
0.353,0.784,2
0.369,0.709,4
0.472,0.263,2
0.488,0.84,11
0.485,0.964,1
0.575,0.823,11
0.449,0.798,0
0.537,0.769,7
0.465,0.907,2
0.31,0.864,11
0.161,0.971,9
0.381,0.679,11
0.771,0.858,4
0.639,0.475,9
0.765,0.701,4
0.471,0.769,9
0.499,0.774,2
0,0.0179,7
0.448,0.299,5
0.51,0.247,7
0.505,0.159,3
0.392,0.263,8
0.492,0.149,1
0.61,0.143,0
0.549,0.112,0
0.403,0.155,0
0.416,0.19,1
0.401,0.245,7
0.45,0.258,5
0.468,0.248,5
0.449,0.32,5
0.548,0.123,8
0.545,0.0834,5
0.466,0.193,1
0.466,0.372,4
0.539,0.219,1
0.597,0.166,0
0.488,0.39,5
0.454,0.942,8
0.543,0.761,5
0.51,0.858,2
0.656,0.954,9
0.559,0.944,7
0.515,0.875,7
0.403,0.831,2
0.381,0.759,2
0.37,0.925,2
0.656,0.94,2
0.592,0.669,6
0.53,0.716,7
0.731,0.809,11
0.688,0.815,9
0.624,0.781,11
0.737,0.561,11
0.768,0.813,6
0.685,0.875,0
0.885,0.686,11
0.858,0.679,6
0.668,0.958,2
0.707,0.561,7
0.793,0.803,0
0.695,0.735,11
0.634,0.763,9
0.659,0.285,10
0.606,0.579,4
0.623,0.322,9
0.661,0.392,1
0.318,0.162,0
0.614,0.495,1
0.845,0.5,4
0.632,0.393,5
0.524,0.336,7
0.525,0.55,7
0.304,0.926,5
0.468,0.802,0
0.203,0.909,9
0.509,0.67,5
0.208,0.829,1
0.353,0.543,5
0.226,0.782,9
0.365,0.514,9
0.493,0.976,9
0.517,0.954,6
0.567,0.917,0
0.525,0.951,11
0.602,0.815,8
0.38,0.979,1
0.531,0.97,9
0.422,0.646,11
0.418,0.487,1
0.576,0.382,7
0.529,0.754,11
0.576,0.458,7
0.243,0.69,8
0.534,0.77,5
0.396,0.496,3
0.254,0.621,1
0.435,0.618,3
0.655,0.354,7
0.646,0.278,7
0.514,0.313,2
0.636,0.36,2
0.563,0.177,4
0.601,0.518,7
0.402,0.871,2
0.321,0.767,6
0.731,0.799,5
0.617,0.827,10
0.567,0.723,1
0.582,0.808,4
0.587,0.527,7
0.593,0.88,4
0.703,0.619,6
0.629,0.96,10
0.398,0.402,4
0.951,0.724,7
0.286,0.054,6
0.18,0.282,9
0.711,0.757,11
0.715,0.943,5
0.757,0.699,2
0.776,0.673,9
0.675,0.907,2
0.746,0.74,5
0.644,0.564,11
0.492,0.869,5
0.806,0.622,0
0.65,0.819,1
0.607,0.324,9
0.551,0.579,0
0.467,0.839,5
0.315,0.909,2
0.315,0.403,2
0.428,0.724,5
0.666,0.941,9
0.635,0.761,7
0.582,0.586,7
0.571,0.712,8
0.692,0.517,5
0.724,0.412,0
0.382,0.321,8
0.772,0.856,5
0.675,0.586,9
0.793,0.492,0
0.767,0.748,2
0.877,0.322,9
0.509,0.265,4
0.749,0.77,6
0.236,0.297,3
0.0967,0.309,3
0.0641,0.23,3
0.206,0.276,3
0.181,0.262,3
0.15,0.356,3
0.2,0.273,3
0.188,0.31,3
0.136,0.312,3
0.109,0.244,0
0.187,0.325,3
0.179,0.312,3
0.221,0.33,3
0.207,0.254,3
0.186,0.253,3
0.157,0.365,3
0.52,0.738,1
0.846,0.812,5
0.775,0.51,1
0.721,0.541,7
0.831,0.541,6
0.7,0.791,8
0.743,0.618,8
0.766,0.561,1
0.73,0.707,1
0.719,0.857,2
0.61,0.504,7
0.869,0.515,0
0.729,0.739,11
0.416,0.212,0
0.732,0.617,8
0.591,0.655,3
0.166,0.65,7
0.731,0.729,0
0.268,0.894,2
0.459,0.705,2
0.656,0.582,4
0.308,0.822,3
0.634,0.599,8
0.244,0.514,0
0.533,0.883,7
0.297,0.764,7
0.47,0.48,7
0.473,0.606,2
0.609,0.941,7
0.43,0.708,4
0.413,0.486,1
0.695,0.942,7
0.392,0.912,0
0.544,0.691,11
0.576,0.935,6
0.553,0.86,10
0.794,0.792,1
0.443,0.951,11
0.512,0.95,4
0.494,0.994,6
0.626,0.956,9
0.574,0.814,10
0.683,0.932,5
0.311,0.955,7
0.641,0.456,0
0.619,0.754,6
0.757,0.915,11
0.531,0.797,0
0.673,0.714,1
0.165,0.263,10
0.126,0.183,11
0.182,0.245,10
0.221,0.182,10
0.0665,0.201,7
0.0613,0.179,5
0.145,0.299,4
0.328,0.055,9
0.296,0.0218,2
0.421,0.102,9
0.556,0.103,2
0.334,0.00759,7
0.389,0.134,9
0.512,0.0789,4
0.477,0.0242,9
0.494,0.134,4
0.494,0.187,5
0.36,0.0314,10
0.649,0.0706,5
0.444,0.0532,10
0.315,0.0122,10
0.499,0.0672,10
0.392,0.074,0
0.432,0.0122,10
0.598,0.158,5
0.325,0.107,3
0.172,0.0326,3
0.571,0.0965,3
0.441,0.0682,10
0.488,0.018,10
0.55,0.113,5
0.384,0.0317,7
0.368,0.0178,2
0.584,0.0856,7
0.29,0.152,2
0.221,0.0305,7
0.547,0.148,2
0.628,0.782,6
0.798,0.76,1
0.592,0.68,0
0.508,0.817,8
0.415,0.736,1
0.454,0.886,10
0.474,0.664,11
0.259,0.848,4
0.697,0.796,7
0.727,0.701,0
0.504,0.458,2
0.423,0.499,2
0.199,0.0788,9
0.628,0.248,9
0.588,0.595,0
0.538,0.127,4
0.658,0.297,4
0.31,0.0716,11
0.597,0.235,4
0.241,0.185,7
0.568,0.302,7
0.198,0.114,4
0.636,0.283,7
0.387,0.114,2
0.574,0.365,2
0.167,0.114,11
0.541,0.441,2
0.543,0.353,0
0.226,0.153,9
0.689,0.32,0
0.681,0.186,8
0.354,0.442,0
0.685,0.286,4
0.441,0.301,1
0.518,0.56,5
0.589,0.312,7
0.604,0.549,5
0.532,0.0796,0
0.467,0.446,5
0.637,0.154,8
0.588,0.334,5
0.46,0.341,7
0.622,0.463,11
0.534,0.254,3
0.733,0.533,11
0.539,0.267,0
0.478,0.123,0
0.613,0.287,4
0.561,0.134,7
0.534,0.319,7
0.529,0.181,2
0.553,0.213,1
0.541,0.0648,9
0.546,0.174,1
0.501,0.217,2
0.335,0.0639,7
0.544,0.243,11
0.528,0.325,11
0.591,0.212,1
0.614,0.226,6
0.452,0.207,7
0.577,0.261,7
0.285,0.716,0
0.49,0.931,10
0.579,0.923,7
0.285,0.736,8
0.507,0.924,7
0.571,0.711,7
0.615,0.912,0
0.568,0.763,8
0.711,0.743,11
0.639,0.693,0
0.44,0.759,1
0.709,0.915,2
0.483,0.784,9
0.468,0.869,0
0.467,0.961,2
0.523,0.741,6
0.425,0.369,9
0.352,0.192,7
0.173,0.0661,7
0.358,0.209,2
0.545,0.152,7
0.261,0.0605,7
0.599,0.115,7
0.421,0.175,7
0.206,0.0679,0
0.523,0.128,7
0.373,0.152,0
0.219,0.0595,5
0.439,0.144,0
0.405,0.172,2
0.18,0.0531,10
0.452,0.161,2
0.429,0.131,2
0.238,0.0526,7
0.442,0.115,2
0.58,0.787,0
0.524,0.857,1
0.419,0.638,7
0.508,0.872,1
0.513,0.672,4
0.343,0.67,9
0.335,0.689,4
0.493,0.62,2
0.438,0.791,4
0.394,0.716,11
0.417,0.339,0
0.508,0.014,9
0.296,0.342,0
0.336,0.1,0
0.413,0.13,3
0.334,0.0455,5
0.333,0.118,1
0.307,0.0531,1
0.403,0.0503,1
0.288,0.214,5
0.343,0.182,7
0.437,0.0276,8
0.418,0.0487,1
0.374,0.375,8
0.352,0.0558,5
0.329,0.045,9
0.365,0.0525,9
0.449,0.121,9
0.292,0.138,11
0.286,0.0241,7
0.355,0.0456,11
0.334,0.151,3
0.4,0.0819,5
0.307,0.0398,8
0.459,0.132,5
0.395,0.0556,1
0.317,0.143,11
0.387,0.0715,11
0.53,0.829,6
0.449,0.996,6
0.472,0.994,6
0.503,0.994,11
0.405,0.793,11
0.477,0.917,8
0.459,0.974,0
0.46,0.984,1
0.45,0.999,11
0.583,0.979,1
0.406,0.952,6
0.601,0.55,7
0.497,0.948,0
0.475,0.996,2
0.563,0.96,4
0.368,0.528,9
0.404,0.455,7
0.543,0.531,2
0.523,0.502,0
0.525,0.735,10
0.668,0.225,7
0.426,0.397,6
0.626,0.831,4
0.544,0.413,7
0.783,0.392,0
0.531,0.527,8
0.3,0.737,9
0.295,0.791,7
0.252,0.752,9
0.356,0.739,9
0.31,0.712,6
0.325,0.677,4
0.447,0.723,9
0.247,0.832,7
0.545,0.836,9
0.479,0.903,2
0.354,0.962,10
0.328,0.637,9
0.34,0.977,2
0.776,0.446,2
0.783,0.561,2
0.394,0.645,7
0.392,0.737,10
0.629,0.782,9
0.562,0.475,4
0.451,0.941,9
0.695,0.762,0
0.558,0.79,3
0.591,0.671,9
0.465,0.829,4
0.666,0.825,8
0.724,0.6,10
0.675,0.278,8
0.457,0.965,6
0.385,0.998,7
0.17,0.891,0
0.2,0.991,4
0.214,0.988,0
0.356,0.979,3
0.147,0.974,6
0.548,0.302,7
0.258,0.0917,3
0.347,0.0266,3
0.602,0.123,3
0.3,0.116,8
0.426,0.361,0
0.237,0.065,10
0.257,0.0478,7
0.498,0.465,0
0.265,0.052,3
0.381,0.0499,0
0.278,0.089,9
0.289,0.881,9
0.325,0.941,9
0.38,0.849,9
0.273,0.928,9
0.183,0.945,9
0.245,0.824,9
0.592,0.693,2
0.716,0.936,6
0.487,0.932,9
0.495,0.885,10
0.291,0.959,4
0.425,0.953,9
0.444,0.742,9
0.665,0.652,9
0.416,0.778,4
0.449,0.868,9
0.619,0.875,8
0.705,0.938,7
0.739,0.971,7
0.741,0.914,11
0.657,0.978,1
0.789,0.635,7
0.735,0.984,10
0.779,0.977,0
0.716,0.864,0
0.72,0.987,9
0.558,0.865,7
0.56,0.76,0
0.725,0.465,7
0.776,0.731,9
0.661,0.522,7
0.653,0.61,8
0.497,0.504,3
0.744,0.614,11
0.617,0.718,10
0.812,0.416,2
0.786,0.663,6
0.731,0.443,4
0.895,0.541,4
0.921,0.508,7
0.829,0.659,10
0.83,0.806,9
0.857,0.631,8
0.324,0.553,4
0.216,0.747,9
0.597,0.871,5
0.537,0.482,2
0.62,0.543,0
0.393,0.944,2
0.421,0.335,0
0.533,0.531,11
0.542,0.912,2
0.361,0.577,4
0.246,0.4,4
0.538,0.132,4
0.481,0.185,6
0.536,0.249,2
0.422,0.249,3
0.518,0.204,9
0.36,0.0678,5
0.154,0.147,10
0.217,0.0326,3
0.367,0.233,7
0.243,0.214,9
0.141,0.208,5
0.586,0.252,1
0.14,0.275,7
0.342,0.163,7
0.162,0.352,5
0.078,0.336,5
0.179,0.279,5
0.397,0.274,10
0.368,0.29,8
0.365,0.244,11
0.453,0.175,5
0.402,0.18,9
0.29,0.148,3
0.364,0.226,7
0.417,0.173,5
0.432,0.122,0
0.435,0.0631,8
0.493,0.177,3
0.253,0.899,7
0.45,0.81,9
0.328,0.528,5
0.267,0.53,4
0.465,0.557,7
0.643,0.363,0
0.478,0.663,9
0.447,0.719,9
0.396,0.622,4
0.358,0.84,7
0.491,0.901,10
0.747,0.613,11
0.667,0.681,10
0.693,0.781,4
0.607,0.92,1
0.694,0.837,10
0.543,0.815,11
0.607,0.74,8
0.664,0.731,10
0.626,0.56,7
0.769,0.718,11
0.647,0.614,1
0.65,0.775,1
0.731,0.757,2
0.551,0.801,6
0.722,0.81,0
0.303,0.674,4
0.654,0.869,5
0.662,0.706,5
0.599,0.866,7
0.581,0.773,9
0.437,0.865,6
0.544,0.788,9
0.6,0.831,1
0.402,0.906,10
0.681,0.863,6
0.755,0.61,7
0.648,0.844,0
0.498,0.574,11
0.533,0.855,1
0.614,0.879,2
0.583,0.844,1
0.545,0.896,1
0.35,0.883,11
0.593,0.865,5
0.571,0.809,2
0.668,0.806,1
0.701,0.578,1
0.456,0.544,1
0.744,0.723,8
0.757,0.638,1
0.666,0.779,7
0.701,0.741,1
0.643,0.721,1
0.588,0.782,9
0.555,0.92,6
0.616,0.651,4
0.334,0.605,1
0.558,0.692,1
0.632,0.592,10
0.182,0.059,5
0.371,0.0251,3
0.374,0.0299,1
0.184,0.00625,3
0.0747,0.305,10
0.062,0.134,0
0.234,0.137,3
0.132,0.0242,11
0.246,0.146,5
0.117,0.0511,6
0.161,0.00369,8
0.159,0.092,10
0.0661,0.245,9
0.52,0.605,1
0.672,0.74,11
0.711,0.506,0
0.481,0.675,11
0.485,0.744,7
0.42,0.784,7
0.267,0.163,5
0.498,0.798,4
0.456,0.62,7
0.402,0.626,0
0.396,0.942,4
0.296,0.914,8
0.41,0.912,9
0.465,0.888,4
0.418,0.738,4
0.374,0.964,2
0.509,0.686,3
0.351,0.91,2
0.34,0.738,9
0.309,0.888,4
0.482,0.795,4
0.485,0.736,8
0.462,0.831,4
0.413,0.938,4
0.404,0.717,9
0.26,0.936,9
0.402,0.762,0
0.366,0.796,4
0.387,0.897,2
0.251,0.905,9
0.245,0.672,7
0.357,0.844,11
0.397,0.603,9
0.323,0.0365,2
0.255,0.224,9
0.429,0.0255,2
0.358,0.328,1
0.25,0.0761,2
0.213,0.0608,11
0.161,0.102,8
0.137,0.108,7
0.411,0.502,9
0.363,0.697,9
0.506,0.659,2
0.353,0.52,9
0.303,0.884,2
0.331,0.637,9
0.292,0.491,9
0.341,0.756,2
0.291,0.857,9
0.327,0.632,0
0.296,0.926,9
0.767,0.56,7
0.537,0.365,0
0.592,0.74,7
0.609,0.876,2
0.373,0.965,8
0.299,0.146,7
0.577,0.945,7
0.407,0.253,5
0.336,0.424,5
0.472,0.327,7
0.549,0.574,5
0.575,0.298,2
0.432,0.248,6
0.567,0.543,5
0.573,0.309,2
0.298,0.155,7
0.445,0.466,6
0.603,0.238,10
0.676,0.239,1
0.669,0.218,5
0.48,0.302,10
0.514,0.293,9
0.545,0.417,3
